REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,SWISS_BANK_PROGRAM,USAO,COUNTRY,FINANCIAL_INSTITUTION,CASE_NAME,CASE_ID,DOCKET_NO,DATE,JUDGMENT_DATE,PLEA_DATE,TICKER,US_PUBLIC_CO,ADDITIONAL_REGULATORY_FINE_OR_PAYMENT,COMMUNITY_SERVICE_OR_OTHER,FINE,FORFEITURE_DISGORGEMENT,PROBATION_LENGTH,RESTITUTION,TOTAL_PAYMENT,ACCEPTS_RESPONSIBILITY,AGREEMENT_REQUIRED_NEW_POSITIONS,AGREEMENT_REQUIRED_OUTSIDE_AUDITORS_OR_EXPERTS,CITATION_AND_DESCRIPTION,CIVIL_JUDGMENT_OR_SETTLEMENT,COMPLIANCE_PROGRAM_DESCRIPTION,COMPLIANCE_PROGRAM_REQUIRED_BY_AGREEMENT,COMPLIANCE_REQUIRED_BY_REGULATORS,CRIME_DESC,DESCRIPTION_OF_PAYMENTS,DOES_AGREEMENT_DISCUSS_REASONS_OR_RELEVENT_CONSIDERATIONS_FOR_LENIENCY,DOJ_CAN_UNILATERALLY_TERMINATE,FINE_CALCULATION_INCLUDED,FINE_DESCRIPTION,INDEP_MONITOR_REQUIRED,MUST_COMPORT_WITH_USSG_OR_AUDIT_COMPLIANCE,OTHER_AGREEMENT,OTHER_AGREEMENT_REQUIRED_GOVERNANCE_CHANGES,OTHER_COMPLIANCE_OFFICER_OR_CONSULTANT_REQUIRED,PARALLEL_CIVIL_SUIT,PARALLEL_REGULATORY_ACTION_OR_LOCAL_PROSECUTOR,PRE_AGREEMENT_COMPLIANCE,PRE_AGREEMENT_COMPLIANCE_DESCRIPTION,PRIVACY_WAIVER,REGULATORY_DISGORGEMENT_RESTITUTION_FORFEITURE,REGULATORY_FINE,REG_AGENCY,STATEMENT_OF_FACTS,TOTAL_REGULATORY,UNRELATED_TERMS,AGMT_YEAR,SOURCE,NOTES
451,Pharmacia & Upjohn,plea,Fraud - Health Care,,Massachusetts,United States,No,USA v. Pharmacia & Upjohn Company Inc.,1:07-cr-10099,11,2007-04-26,2007-04-26,2007-04-03,,Yes,,,1195000000,,0,105000000,1300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2658,"Pharmacy Logistics, Inc.",plea,FDCA / Pharma,,Rhode Island,United States,No,"USA v. Pharmacy Logistics, Inc.",1:15-cr-00027,13,2015-08-05,2015-08-05,2015-03-26,,No,400,0,190000,0,12,0,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,PACER,
2014,Phelps Dodge Morenci Inc.,plea,Wildlife,,"Arizona,USDOJ - Environment & Natural Resources Division - Wildlife & Marine Resources Section",United States,No,USA et al v. Phelps Dodge Morenci,4:04-cr-01629,7,2004-08-09,2004-08-09,2004-08-09,,No,,,15000,,60,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
2015,Phelps Dodge Tyrone Inc.,plea,Wildlife,,New Mexico,United States,No,USA v. Phelps Dodge Tyrone,1:05-cr-01900,6,2005-09-26,2005-09-26,2005-08-30,,No,,,15000,,60,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2016,Phil Hahn and Associates Inc.,plea,Other,,Indiana - Northern District,United States,No,United States of America v. Phil Hahn And Associates Inc,3:05-cr-00118,10,2005-11-22,2005-11-22,2005-10-11,,No,,,40000,,36,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2879,Philipp Holzmann AG,plea,Antitrust,,USDOJ - Antitrust Division,United States,No,USA v. Holzmann,2:00-cr-00285,11,2000-08-18,2000-08-18,2000-08-18,,No,,,30000000,,60,,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PACER,
2017,Philly-Wide Interiors Inc.,plea,Bribery,,Pennsylvania - Eastern District,United States,No,USA v. PELLICCIOTTI et al,2:05-cr-00584,30,2006-08-30,2006-08-30,2005-10-14,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,Sealed
2018,Philsynergy Maritime Inc.,plea,Act to Prevent Pollution from Ships,,Louisiana - Eastern District,Philippines,No,USA v. Philsynergy Maritime Inc.,2:12-cr-00044,23,2012-05-16,2012-05-16,2012-02-09,,No,0,250000,750000,0,36,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
452,"Phoenix International Teleport Satellite Services, Inc.",plea,Gambling,,Missouri - Western District,United States,No,USA v. Cammisano et al,4:10-cr-00073,150,2012-02-02,2012-02-02,2011-06-30,,No,,,100,,0,75000,75100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
453,Phoenix Products Co.,plea,Environmental,,Connecticut,United States,No,USA v. Phoenix Products Company,3:10-cr-00001,9,2010-02-04,2010-02-04,2010-01-04,,No,,,50000,,36,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
2019,Physician Home Services Inc.,plea,Money Laundering,,Missouri - Eastern District,United States,No,USA v. Ellegood et al,4:08-cr-00496,180,2009-05-19,2009-05-19,2009-02-23,,No,,,0,,60,983140,983140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
2020,Pied Piper Pest Control Inc.,plea,Environmental,,Maryland,United States,No,USA v. Pied Piper Pest et al,8:01-cr-00563,27,2002-11-07,2002-11-07,2001-11-26,,No,,,15000,,24,10000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
95,Piguet Galland & Cie SA,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-10-02,,,,No,0,0,15365000,0,48,0,15365000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
719,"Pilgrim's Pride, Inc.",NP,Immigration,No,Texas - Eastern District,United States,No,,,,2009-12-30,,,,Yes,0,,4500000,,60,,4500000,Yes,No,No,,,N/A; Agreements notes only that the firm will continue ongoing compliance program,No,,Immigration - Alien smuggling crimes and unlawful employment of aliens,,Yes; cooperation.,No,No,$4.5 million,No,No,,No,No,No,Yes; ICE,Yes,Yes; Ongoing compliance program,No,,,Dept. of Homeland Security - Immigration & Customs Enforcement (ICE),Yes,0,No,2009,,
2021,Pillbox Medical Center LLC,plea,Controlled substances / Drugs / Meth Act,,Texas - Western District,United States,No,USA v. Stallknecht,5:02-cr-00124,236,2004-02-20,2004-02-20,2002-04-02,,No,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,Dissolution - all assets
455,Pilot Air Freight Corp.,plea,Fraud - Tax,,Pennsylvania - Eastern District,United States,No,USA v. Edwards et al,2:04-cr-00545,33,2005-03-16,2005-03-16,2004-10-07,,No,,,112000,,24,1235410,1347410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
454,"Pino Enterprises, Inc.",plea,Fraud - General,,Florida - Southern District,United States,No,USA v. Pino Enterprises,0:03-cr-60061,8,2003-04-30,2003-04-30,2003-04-09,,No,,,0,,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
2022,Plantation Medical Recovery Center Inc.,plea,Fraud - General,,"Florida - Southern District,Florida - Southern District (Financial Litigation Unit)",United States,No,USA v. Royzen,0:05-cr-60176,517,2007-01-31,2007-01-31,2007-02-01,,No,,,0,,0,31293,31293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
456,"Plastic Surgery Group, LLP",plea,FDCA / Pharma,,New York - Northern District,United States,No,USA v. The Plastic Surgery Group LLP,1:09-cr-00411,20,2010-02-25,2010-02-25,2009-08-11,,No,,,200000,,0,106686,306686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
2023,Plastrglas Inc.,plea,Immigration,,Nebraska,United States,No,USA v. Plastrglas,8:07-cr-00002,15,2007-04-03,2007-04-03,2007-01-12,,No,,,51000,45000,36,0,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2024,Platinum Dyeing & Finishing Inc.,plea,Environmental,,USDOJ - Criminal Division (California - Central District),United States,No,USA v. Platinum Dyeing & Finishing Inc.,2:06-cr-00931,16,2006-12-22,2006-12-22,2006-12-19,,No,,,10000,,12,7500,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
2025,Platte River Associates Inc.,plea,Import / Export,,Colorado,United States,No,USA v. Associates INC,1:08-cr-00295,31,2009-09-29,2009-09-29,2008-10-03,,No,,,14500,,0,,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
2026,Players Int'l Services Corp.,plea,Money Laundering,,Virginia - Western District,United States,No,USA v. Ribeiro et al,1:11-cr-00035,158,2012-10-19,2012-10-19,2012-04-13,,No,0,,1200,0,0,9479721,9480921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
3015,"Plaza Construction, LLC",DP,Fraud - General,No,New York - Eastern District,United States,,USA v. Plaza Construction. LLC,1:16-cr-00532,,2016-10-14,,,,No,,,5619269,,,2226270,7845539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,
457,"Plum Creek Timberlands, L.P.",plea,Other,,Idaho,United States,No,USA v. Plum Crk Timberlands,3:03-cr-00209,5,2003-09-19,2003-09-19,2003-09-17,,No,,,1000,,24,64812,65812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
2027,Point Trap Co. Inc.,plea,Wildlife,,USDOJ - Environment & Natural Resources Division - Wildlife & Marine Resources Section,United States,No,USA v. Tallman & Mack Inc. et al,1:03-cr-00061,30,2003-09-24,2003-09-24,2003-07-16,,No,,,75000,,0,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
2028,Polar Air Cargo LLC,plea,Antitrust,,USDOJ - Antitrust Division,United States,No,USA v. POLAR AIR CARGO LLC,1:10-cr-00242,19,2010-11-16,2010-11-16,2010-10-15,,No,,,17400000,,0,,17400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
2029,Polar Tankers Inc.,plea,Act to Prevent Pollution from Ships,,Alaska,United States,No,USA v. Polar Tankers Inc.,3:07-cr-00124,15,2007-10-24,2007-10-24,2007-10-18,,No,,2000000,500000,,36,,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2030,Polembros Shipping LTD.,plea,Act to Prevent Pollution from Ships,,"Louisiana - Eastern District,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",Greece,No,USA v. Polembros Shipping Ltd.,2:09-cr-00252,20,2009-12-09,2009-12-09,2009-09-30,,No,,100000,2700000,,36,,2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
2031,Polo Linen Service Inc.,plea,Antitrust,,USDOJ - Antitrust Division (New York),United States,No,USA v. Lampropoulos et al,1:05-cr-00218,12,2007-03-01,2007-03-01,2005-03-01,,No,,,35000,,36,0,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
458,"Pompano Helicopters, Inc.",plea,Fraud - General,,Florida - Southern District,United States,No,USA v. Pompano Helicopters Inc. et al,0:08-cr-60279,148,2010-03-10,2010-03-10,2010-03-10,,No,0,0,0,0,0,715000,715000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
2032,Pon Management Inc.,plea,Fraud - General,,Ohio - Northern District,United States,No,United States of America v. Boukzam et al,1:08-cr-00200,11,2008-09-26,2008-09-26,2008-09-26,,No,0,0,0,0,48,4125535,4125535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
2033,"Pondera Colony, Inc.",plea,Wildlife,,Montana,United States,No,"USA v. Pondera Colony, Inc. et al",4:13-mj-00026,10,2013-10-04,2013-10-04,2013-09-03,,No,100,0,20000,0,,19369,39369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
459,"Pool Fish Distributors, Inc.",plea,Obstruction of Justice,,USDOJ - Antitrust Division,United States,No,United States of America v. Pool Fish Distributors Inc.,1:04-cr-00521,14,2004-12-08,2004-12-08,2004-10-14,,No,,,175000,,24,,175000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
2034,Positive Home Oxygen LLC,plea,Fraud - Health Care,,Louisiana - Eastern District,United States,No,USA v. Cleveland et al,2:09-cr-00128,50,2009-10-28,2009-10-28,2009-06-25,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
96,PostFinance AG,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-12-15,,,,No,0,0,2000000,0,48,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
2035,Potomac Abatement Inc.,plea,False Statements,,Virginia - Eastern District,United States,No,USA v. Potomac Abatement et al,1:02-cr-00481,12,2002-12-24,2002-12-24,2002-10-01,,No,,,100000,,60,100000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
2036,Powderz Inc.,plea,Fraud - General,,Florida - Southern District,United States,No,USA v. Livdahl,0:05-cr-60021,481,2006-01-31,2006-01-31,2005-11-14,,No,,,0,,36,345547,345547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
2037,Power Co. Inc.,plea,Other,,"Nevada,USDOJ - Organized Crime Strike Force",United States,No,USA v. Power Company Inc.et al,2:06-cr-00186,43,2007-01-26,2007-01-26,2006-06-02,,No,,,500000,,60,10000000,10500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
3097,"Power Plant Management Services, LLC",plea,Environmental,,Massachusetts,United States,,"USA v. Berkshire Power Company, LLC et al",3:16-cr-30021,,,,2016-03-30,,No,,,500000,0,,0,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACER,Plea agreement not available via PACER
3119,Powerlab Nutrition LLC,plea,Fraud - General,,Colorado,United States,,USA v. Perkins et al,1:16-cr-00120,,2016-11-09,2016-11-09,2016-08-23,,No,,,100000,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,
460,"Powers Fasteners, Inc.",plea,False Statements,,Massachusetts,United States,No,USA v. Powers Fasteners Inc.,1:09-cr-10266,8,2009-10-14,2009-10-14,2009-09-10,,No,,,100000,,12,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,Paid restitution and settlement to City and State
2038,Practical Marketing Inc.,plea,Fraud - General,,Illinois - Southern District,United States,No,USA v. Practical Marketing Inc,3:06-cr-30134,16,2007-02-09,2007-02-09,2006-11-06,,No,,,10000,,60,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2039,Practice Solutions Inc.,plea,Fraud - Health Care,,Ohio - Southern District,United States,No,USA v. Practice Solutions Inc et al,2:06-cr-00057,28,2006-09-29,2006-09-29,2006-03-03,,No,,,0,,36,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
462,Pratt & Whitney Canada Corp.,plea,Import / Export,,Connecticut,Canada,No,USA v. United Technologies Corporation et al,3:12-cr-00146,16,2012-06-28,2012-06-28,2012-06-28,,Yes,,,4600000,,24,,4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
2040,Precision Image Corp.,plea,Import / Export,,Washington - Western District,United States,No,USA v. Precision Image Corporation et al,2:13-cr-00226,15,2013-10-28,2013-10-28,2013-07-30,,No,0,0,300000,0,36,0,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
2041,Precision Machine & Engineering Inc.,plea,Other,,Arizona,United States,No,USA et al v. Precision Mach & Eng et al,2:01-cr-00983,10,2002-01-23,2002-01-23,2002-01-23,,No,,40000,0,,0,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
2042,Prejean Web Enterprises LLC,plea,Environmental,,Louisiana - Western District,United States,No,USA v. Prejean et al,6:12-cr-00162,24,2012-12-18,2012-12-18,2012-07-31,,No,,,1000,0,12,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
2882,Premcor Refining Group Inc.,plea,Fraud - General,,Illinois - Northern District,United States,No,USA v. Premcor Refining Grp et al,1:00-cr-00699,0,2000-09-22,2000-09-22,2000-09-20,,No,,,2000000,,36,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PACER,
2043,Premier Manufacturing Inc.,plea,Import / Export,,South Carolina,United States,No,USA v. Premier Manufacturing Inc,2:05-cr-00344,10,2005-06-03,2005-06-03,2005-03-24,,No,,,100000,,0,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2659,"Premier Paving, Inc.",plea,Immigration,,Colorado,United States,No,"USA v. Premier Paving, Inc.",1:13-mj-01121,17,2014-02-03,2014-02-03,2013-10-09,,No,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,PACER,
2044,Premio Inc.,plea,Antitrust,,"California - Northern District,USDOJ - Antitrust Division",United States,No,USA v. Premio Inc.,3:06-cr-00086,7,2006-02-24,2006-02-24,2006-02-22,,No,,,400000,,36,1300000,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
2045,Prepaid Plus Inc.,plea,Bank Secrecy Act,,Oklahoma - Western District,United States,No,United States of America v. Prepaid Plus Inc,5:07-cr-00221,28,2008-03-03,2008-03-03,2008-03-03,,No,,,100000,,0,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
2046,Presbitero Drywall Company Inc.,plea,False Statements,,Illinois - Northern District,United States,No,USA v. Presbitero et al,1:02-cr-00165,0,2004-02-02,2004-02-02,2004-02-02,,No,0,0,14000,0,36,107898,121898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
2047,Prevention Physical Therapy Inc.,plea,Fraud - Health Care,,Michigan - Western District,United States,No,USA v. Prevention Physical Therapy Inc.,1:04-cr-00046,24,2004-07-21,2004-07-21,2004-02-25,,No,,,6000,,0,6344,12344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
2048,Pride Forasol S.A.S.,plea,FCPA,,USDOJ - Criminal Division - Fraud Section,France,No,USA v. Pride Forasol S.A.S.,4:10-cr-00771,25,2010-12-07,2010-12-07,2010-11-04,,No,,,32625000,,36,,32625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
97,"Pride Int'l, Inc.",DP,FCPA,No,USDOJ - Criminal Division - Fraud Section,United States,No,,,,2010-11-04,,,,Yes,0,,32625000,,36,,32625000,Yes,"Yes; Assignment one or more senior officers to compliance, with reporting obligations",No,,,Written reports on compliance policies and procedures,Yes,,FCPA - anti-bribery and books and records,Disgorgement and prejudgment interest,"Yes; firm discovered violation during routine audit, voluntarily and timely disclosed misconduct, thorough investigation, voluntary comprehensive compliance program, cooperation, remedial measures.",Yes,"Yes; Less than half the bottom of guidelines range, $72.5M",,No,Yes; Periodic testing of compliance system to evaluate effectiveness,,No,No,No,Yes; SEC,Yes,"Yes; Undertook on its own remedial measures, including enhancing FCPA compliance program",No,23529718,,Securities and Exchange Commission (SEC),Yes,23529718,No,2010,,
2049,Pride Production Co Inc.,plea,Wildlife,,Louisiana - Western District,United States,No,USA v. Pride Production Co Inc,6:04-cr-60050,10,2004-08-27,2004-08-27,2004-08-27,,No,,2000,2500,,0,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
2050,Prima Asphalt Concrete Inc.,plea,Fraud - General,,New York - Eastern District,United States,No,USA v. Haney,2:05-cr-00924,220,2008-08-15,2008-08-15,2008-08-15,,No,,,0,,36,326343,326343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
2051,Prime Airport Services Inc.,plea,Environmental,,Florida - Southern District,United States,No,USA v. Prime Airport Services Inc.,1:10-cr-20671,10,2010-10-22,2010-10-22,2010-10-22,,No,0,0,1000000,0,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
2052,Prime Care Services Inc.,plea,Fraud - General,,Michigan - Western District,United States,No,USA v. Prime Care Services et al,1:03-cr-00217,86,2004-06-16,2004-06-16,2004-02-10,,No,,,10000,,12,865645,875645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
3054,"Prime Holdings International, Inc",DP,Fraud - General,No,California - Southern District,United States,,USA v. Iglesias et al,3:16-cr-00131,,2016-12-08,,,,No,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,
2053,Princess Cruise Lines,plea,Wildlife,,"Alaska,Montana",United States,No,USA v. Princess Cruise Lines,3:07-cr-00005,15,2007-02-06,2007-02-06,2007-01-25,,No,,,200000,,0,550000,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
803,Privatbank Bellerive AG,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-07-21,,,,No,0,0,57000,0,48,0,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
98,Privatbank IHAG Zurich AG,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-11-09,,,,No,0,0,7453000,0,48,0,7453000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
808,Privatbank Reichmuth & Co.,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-08-03,,,,No,0,0,2592000,0,48,0,2592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
798,Privatbank Von Graffenried AG,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-06-25,,,,No,0,0,287000,0,48,0,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
2054,"Pro Med Services, Inc.",plea,Fraud - Health Care,,Florida - Middle District,United States,No,USA v. Cifelli et al,8:03-cr-00410,,2004-11-23,,2003-09-30,,No,,,0,,0,1467,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
2055,Processors Unlimited Operating Co.,plea,FDCA / Pharma,,Texas - Northern District,United States,No,USA v. Processors Unlimited,5:00-cr-00129,11,2001-04-27,2001-04-27,2000-12-29,,No,,,500000,,0,22221,522221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
463,"Proclad International Pipelines, Ltd.",plea,Import / Export,,District of Columbia,United Kingdom,No,USA v. PROCLAD INTERNATIONAL PIPELINES LTD,1:07-cr-00276,16,2008-03-20,2008-03-20,2007-11-30,,No,,,100000,,60,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
2056,Professional Clinic Management Inc.,plea,Fraud - Health Care,,Texas - Eastern District,United States,No,USA v. Professional Clinic Management Inc.,5:07-cr-00008,14,2007-08-31,2007-08-31,2007-04-02,,No,,,0,,36,100000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2057,Professional Mobile Cleaning Inc.,plea,Environmental,,"Georgia - Northern District,Tennessee - Eastern District,Tennessee - Western District",United States,No,USA v. Professional Mobile Cleaning Inc.,2:05-cr-20060,6,2005-03-02,2005-03-02,2005-03-01,,No,,,221000,,0,,221000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2660,"Programmer Resources International, Inc.",plea,Immigration,,Missouri - Eastern District,United States,No,"USA v. Programmer Resources International, Inc. et al",4:15-cr-00231,26,2015-08-13,2015-08-13,2015-05-14,,No,0,0,100000,0,24,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,PACER,
464,"Promold, Inc.",plea,Fraud - General,,New York - Western District,United States,No,USA v. Promold Inc.,6:06-cr-06133,7,2007-02-01,2007-02-01,2006-07-21,,No,,,0,,12,189174,189174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2058,Pronto Staffing,plea,Antitrust,,USDOJ - Antitrust Division,United States,No,USA v. Pronto Staffing Inc.et al,1:09-cr-00278,10,2009-05-05,2009-05-05,2009-05-05,,No,,,400000,,0,,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
3112,Pros Inc .,plea,Food,,,United States,,USA v. Harvey et al,9:15-cr-80226,,2016-02-19,2016-02-19,,,No,,,7500,,12,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,Plea agreement not available via PACER
2059,Prosthetic Orthotic & Pedorthic Associates Inc.,plea,False Statements,,Tennessee - Western District,United States,No,USA v. Prosthetic Orthotic & Pedorthic Associates Inc.,2:07-cr-20300,9,2007-10-09,2007-10-09,2007-09-26,,No,,,10000,,0,8109,18109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2060,Providence Funding Inc.,plea,Fraud - General,,Indiana - Northern District,United States,No,United States of America v. Canada et al,3:09-cr-00156,48,2010-12-09,2010-12-09,2010-12-09,,No,0,,0,0,0,3546418,3546418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
465,"Provident Capital Indemnity, LTD",plea,Fraud - General,,"USDOJ,Virginia - Eastern District",United States,No,USA v. Provident Capital Indemnity LTD.,3:11-cr-00014,118,2012-09-06,2012-09-06,2012-04-18,,No,,,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
2061,Provident Energy Associates of Montana LLC,plea,Wildlife,,Montana,United States,No,USA v. Provident Energy Associates of Montana LLC.,4:10-mj-00019,19,2010-07-08,2010-07-08,2010-05-04,,No,,5000,15000,,18,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
2719,Prudential,DP,Fraud - Securities,No,New York - Southern District,United States,No,,,,1994-10-01,,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,,
466,Prudential Equity Group,plea,False Statements,,Massachusetts,United States,No,,,0,2005-03-14,2005-03-14,,,No,,,0,,12,2000000,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2527,"Prudential Equity Group, LLC",NP,Fraud - Securities,No,,United States,Yes,,,,2008-08-01,,,,Yes,0,,325000000,,5,,325000000,Yes,No,No,,,N/A; Not stated,No,Yes; SEC Settlement,Securities Fraud - Deceptive trading of mutual funds,,"Yes; undue harm of indictment to innocent individuals, including current employees and shareholders, remedial actions.",Yes,No,"$270,000,000 in SEC settlement to Fair Fund; additional $5,000,000 penalty to Commonwealth of Massachusetts",No,No,,No,No,,"Yes; SEC, Massachusetts Securities Division",Yes,"Yes; Notes ""remedial actions to date""",Yes,270000000,5000000,Securities and Exchange Commission (SEC); other - NASD; other - NYSE; other - NYAG; other - NJBS,No,275000000,No,2008,,
467,Publix Network Corp.,plea,Controlled substances / Drugs / Meth Act,,Connecticut,United States,No,USA v. Liebermann et al,3:02-cr-00055,105,2005-03-10,2005-03-10,2004-09-30,,No,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
