name,tel,url,addr1,addr2,city,zip,longitude,latitude
Debs & Co,(212) 643-2070,http://www.debsandco.com/jacir_times.html,531 W 26th St,,New York,10001,-74.00385234,40.75017475
Greer Gallery Inc,(212) 431-6025,http://www.merchantcircle.com/business/Greer.Gallery.Inc.212-431-6025,81 Wooster St,,New York,10012,-74.00186315,40.72393891
Grimm Jay Gallery,(212) 564-7662,http://www.jaygrimm.com/,505 W 28th St,,New York,10001,-74.00212168,40.75105951
Guggenheim Asher Assocs Inc,(212) 242-5767,http://web2.userinstinct.com/30816383-guggenheim-asher-associates-inc.htm,138 W 13th St,,New York,10011,-73.99906221,40.73724886
Guggenheim Asher Assocs Inc,(212) 772-3888,http://ny.serviceslisted.com/1654994-GuggenheimAsherAssociatesInc.htm,138 W 13th St,,New York,10011,-73.99910998,40.73718458
Guy Regal Ltd,(212) 888-2134,http://guyregalltd.1stdibs.com/store/furniture_search.php?FRID=lWqTYm5qlZiY,223 E 60th St,,New York,10022,-73.96495627,40.76188644
Hall & Knight U S A Ltd,(212) 772-2266,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Hall-Knight-USA-LTD-l496249.html,21 E 67th St,,New York,10021,-73.96794455,40.76891016
Hammer Galleries,(212) 644-4400,http://www.hammergalleries.com/html/home.asp,33 W 57th St,,New York,10019,-73.97573457,40.7640147
Hanover Sq Gallery,(212) 344-4406,http://www.artnet.com/gallery/116829/hanover-square-gallery.html,202 Park Place,,Brooklyn,11238,-73.97128381,40.67698834
Harari & Johns Inc,(212) 772-3380,http://local.yahoo.com/info-11138048-harari-john-s-new-york,63 E 82nd St,,New York,10028,-73.95977553,40.77810558
Harlan & Weaver Intaglio,(212) 925-5421,http://www.harlanandweaver.com/about.htm,83 Canal St,,New York,10002,-73.99305509,40.71550208
Harlem Art Gallery,(212) 831-5333,http://wap.outalot.com/listings/286483-Harlem-Art-Gallery,86 W 119th St,,New York,10026,-73.94805169,40.80361809
Hazlitt Gooden & Fox,(212) 772-1950,http://www.hazlittgoodenandfox.com/,17 E 76th St,,New York,10021,-73.96400124,40.77471647
Healing Arts,(718) 384-6773,http://www.nyc.com/arts__attractions/healing_arts.1604/editorial_review.aspx,135 Wythe Ave.,,Brooklyn,11211,-73.96002002,40.71967845
Heilman Phillip Douglas,(212) 787-1759,http://philipdouglasfineart.com,1336 Dekalb Ave,,Brooklyn,11221,-73.924937,40.69848967
Heller Gallery,(212) 414-4014,http://www.hellergallery.com/index.php,420 W. 14th St.,,New York,10014,-74.00672064,40.74120765
Helly Nahmad Gallery Inc,(212) 879-2075,http://www.hellynahmadgallery.com/,975 Madison Ave,,New York,10021,-73.96323779,40.77441643
Hemingway African Gallery,(212) 838-3650,http://www.hemingwaygallery.com/,1050 2nd Ave,,New York,10022,-73.96554577,40.75812414
Henoch Gallery,(917) 305-0003,http://www.galleryhenoch.com/,555 W 25th St,,New York,10001,-74.00531476,40.75002819
Hirschl & Adler Galleries,(212) 535-8810,http://www.hirschlandadler.com/,21 E. 70th St.,,New York,10021,-73.96647641,40.77076084
Historical Design Collection Inc,(212) 593-4528,http://web2.userinstinct.com/30816408-historical-design-collection-inc.htm,306 E 61st St,,New York,10021,-73.96284773,40.76138938
Hochman Irena Fine Art Ltd,(212) 772-2227,http://www.artinfo.com/galleryguide/19384/5933/irena-hochman-fine-art-ltd/visit/,1100 Madison Ave,Ph,New York,10028,-73.96078341,40.77848561
HOFFELD JEFFREY & CO,(212) 996-6339,http://www.nyc.com/arts__attractions/hoffeld_jeffrey__co.469/map_location.aspx,360 E 88TH ST,,New York,10128,-73.9489083,40.77816244
Holmberg I,(212) 545-9155,http://local.yahoo.com/info-11081229-irmeli-holmberg-gallery-new-york,280 Madison Ave,,New York,10016,-73.98065902,40.75150285
Honda Fine Art,(212) 477-4086,http://www.yellowbot.com/honda-fine-art-new-york-ny.html,55 Great Jones St,,New York,10012,-73.9924632,40.72642838
Hoorn-Ashby Gallery,(212) 628-3199,http://www.hoornashby.com/,766 Madison Ave,,New York,10021,-73.96860379,40.76788288
Horan Vivian Fine Art,(212) 517-9410,http://www.vivianhoran.com/,35 E 67th St,,New York,10021,-73.96707384,40.76853707
Horus Art Enterprises,(212) 688-8729,http://www.nyc.com/arts__attractions/horus_art_enterprises.355/whats_nearby.aspx,200 E 65th St,,New York,10021,-73.96351076,40.76480382
Howard Greenberg Gallery,(212) 334-0010,http://www.howardgreenberg.com/,41 E 57th St,,New York,10022,-73.97186783,40.76244505
Howard Nowes Ancient Art,(917) 339-0620,http://www.howardnowes.com/,1220 Broadway,,New York,10001,-73.98814827,40.7469112
Howard Scott Gallery,(212) 472-5171,http://www.howardscottgallery.com/,303 East 81st Street,,New York,10028,-73.95345448,40.7746112
Hubert Gallery,(212) 628-2922,http://www.hubertgallery.com/,1046 Madison Ave,,New York,10075,-73.96187638,40.77694751
Hubert Gallery North,(212) 535-9723,http://www.nyc.com/arts__attractions/hubert_gallery_north.674/editorial_review.aspx,1046 Madison Ave,,New York,10021,-73.96193403,40.77687206
Hut Gallery the,(718) 222-9519,http://home.vicnet.net.au/~thehut/,84 Hoyt St,,Brooklyn,11201,-73.98698066,40.68807177
Hutton Leonard Galleries,(212) 751-7373,http://www.leonardhuttongalleries.com/,41 E 57th St,,New York,10022,-73.97191597,40.7623751
Hutton Leonard Galleries Facs,(212) 751-7373,http://www.leonardhuttongalleries.com/,41 E 57th St,,New York,10022,-73.97196242,40.76231286
Hw Gerst,(212) 288-3400,http://www.localartdealers.com/New-York/Hw-Gerst-12176.html,955 5th Ave,,New York,10021,-73.96458036,40.77531718
I & L Image Corp,(212) 627-4649,http://local.botw.org/New_York/New_York/I_and_L_Image_Corp/6719000.html,529 W 20th St,,New York,10011,-74.00694992,40.74654219
I C Editions,(212) 647-9111,http://www.iceditions.com/,522 West 24 Street,,New York,10011,-74.00516169,40.74877351
I Perry,(212) 925-6704,http://www.nyc.com/arts__attractions/i_perry.969/editorial_review.aspx,481 Washington St,,New York,10013,-74.00978327,40.72561867
Illustration House Inc,(212) 966-9444,http://www.illustration-house.com/,110 W 25th St,,New York,10001,-73.99252245,40.74424858
Images Corporate Art Services,(212) 219-8484,http://newyorkny.zemantics.com/business/images-corporate-art-services,400 E 56th St,,New York,10022,-73.96308722,40.7570848
Incredibleart.Com Inc,(646) 613-9383,http://www.upspring.com/incredibleartcom-inc-new-york-ny.html,25 Mercer St,,New York,10013,-74.00204405,40.72091221
Indians On Columbus,(212) 769-9374,http://www.nyc.com/arts__attractions/indians_on_columbus.947/map_location.aspx,452 Columbus Ave,,New York,10024,-73.97464955,40.78373479
Infinity Fine Arts Inc,(212) 645-6880,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Infinity-Fine-Arts-Inc-l496199.html,511 W 25th St,,New York,10001,-74.00371025,40.7495165
Inner City Art Gallery Inc,(212) 368-4941,http://outside.in/harlem-manhattan-ny/inner-city-art-gallery-inc,2251 Adam Clayton Powell Jr Blvd,,New York,10027,-73.94456809,40.8135293
Innovative Art Gallery Inc,(212) 367-8844,http://www.nyc.com/arts__attractions/innovative_art_gallery_inc.804/editorial_review.aspx,154 W 14th St,,New York,10011,-73.99954514,40.73816931
Inter Art Gallery,(212) 647-1811,http://www.interartny.com/,225 10th Ave,,New York,10011,-74.00418891,40.74805554
International Print Center New York,(212) 989-5090,http://www.ipcny.org/,526 W 26th St,,New York,10001,-74.00429062,40.75004718
Irit Baniel Studio,(917) 202-2527,http://iritbaniel.com/index.php,582 DRIGGS AVENUE,,Brooklyn,11211,-73.95735398,40.71640453
Ise Art Foundation,(212) 925-1649,http://iseny.org/usr_helio1/index.php,555 Broadway,,New York,10012,-73.99864412,40.72392227
Isselbacher Gallery Inc,(212) 472-1766,http://www.isselbacherart.com/,64 E 86th St,,New York,10028,-73.95822258,40.78033057
J Cacciola Galleries,(212) 462-4646,http://www.jcacciolagallery.com/,617 W 27th St,,New York,10001,-74.00583688,40.75206092
J M Art Gallery,(212) 247-4708,http://www.artincontext.org,1760 Broadway,,New York,10019,-73.98154615,40.76582551
Jadite Galleries,(212) 977-6190,http://jadite.com/,413 W 50th St,,New York,10019,-73.98967473,40.76396461
Jain Marunouchi Gallery,(212) 969-9660,http://www.artin2000.com/,24 W 57th St,,New York,10019,-73.97565215,40.76343013
James Cohan Gallery,(212) 714-9500,http://www.jamescohan.com/,533 W 26th St,,New York,10001,-74.0040987,40.7503964
James Graham & Sons Gallery,(212) 535-5767,http://www.jamesgrahamandsons.com/,1014 Madison Ave,,New York,10021,-73.96267507,40.77588116
Jane St Lifer Fine Art Inc,(212) 825-2059,http://www.linkedin.com/in/stliferart,140 Riverside Blvd,,New York,10069,-73.98862442,40.7770141
Janoray Charles Llc,(212) 472-5679,http://www.manta.com/coms2/dnbcompany_c3pst0,11 E 76th St,,New York,10021,-73.96416054,40.77484441
Japanese Art Dealers Assoc of Ny,(212)222-4688,http://www.jada-ny.org/contact.html,17 East 76th Street,3rd Fl.,New York,10021,-73.96394359,40.77479192
Jbpa Llc,(212) 242-5505,http://www.nyc.com/arts__attractions/jbpa_llc.789/whats_nearby.aspx,65 W 13th St,,New York,10011,-73.99677783,40.73683276
Jeff Lewis Studio,(212) 966-7119,http://www.nyc.com/arts__attractions/jeff_lewis_studio.684566/editorial_review.aspx,9 Desbrosses Street,,New York,10013,-74.00896057,40.72321298
Jeffrey Coploff Fine Art Ltd,(212) 741-1149,http://www.artincontext.org,508 W 26th St,,New York,10001,-74.00382219,40.74985463
Jimmy's Art Gallery,(212) 873-3993,http://www.speendex.com/New-York/New-York-City/Home-Garden/General/Jimmy-s-Art-Gallery-l461896.html,166 W 72nd St,,New York,10023,-73.98122671,40.7781549
Joan Peck Limited Art Gallery,(212) 427-4900,http://www.nyc.com/arts__attractions/joan_peck_limited_art_gallery.811/whats_nearby.aspx,1 W 67th St,,New York,10023,-73.97885635,40.77350104
Joan Whalen Fine Art,(212) 397-9700,http://www.artnet.com/jwhalen.html,24 W. 57th St.,#507,New York,10019,-73.97556494,40.76338705
John Elder Gallery,(212) 462-2600,http://www.artinfo.com/galleryguide/12415/910/john-elder-gallery-new-york/visit/,529 W 20th St,,New York,10011,-74.00677134,40.74664084
John McEnroe Gallery,(212) 219-0395,http://www.tripadvisor.com/Attraction_Review-g60763-d548700-Reviews-John_McEnroe_Gallery-New_York_City_New_York.html,41 Greene St.,,New York,10013,-74.00213616,40.72208699
John Stevenson Gallery,(212) 352-0070,http://www.johnstevenson-gallery.com/,338 W 23rd St,,New York,10011,-74.00007742,40.74572696
Jonathan Shorr Gallery,(212) 925-2723,http://www.jonathanshorrgallery.com/,109 Crosby St,,New York,10012,-73.99657105,40.72411875
Judaica Illuminations,(718) 375-4600,http://www.judaicailluminations.com/,1664 Coney Island Ave,,Brooklyn,11230,-73.96395886,40.61677558
Julie Artisans Gallery,(212) 717-5959,http://www.julieartisans.com/,762 Madison Ave,,New York,10065,-73.9686677,40.7677819
Julie Saul Gallery,(212) 627-2410,http://www.saulgallery.com/,535 W 22nd St,,New York,10011,-74.00619866,40.74789792
JUNE BATEMAN FINE  GALLERY,(212) 925-7951,http://www.junebateman.com/,1133 BROADWAY,,New York,10010,-73.9893707,40.74367565
K S Art,(212) 219-9918,http://www.ksartonline.com/gallery.html,73 Leonard St,,New York,10013,-74.00518748,40.71764124
Kahan Fine Art Galleries Ltd,(212) 861-3682,http://local.yahoo.com/info-11111359-kahan-fine-art-galleries-limited-new-york?csz=Bloomfield%2C+NJ+07003,422 E 72nd St,,New York,10021,-73.95504393,40.76682971
Kaller-Kimche R Inc,(212) 288-5698,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=49,23 E 74th St,Apt 8E,New York,10021,-73.96473207,40.77345637
Kang Byung,(212) 734-1490,http://www.kangcollection.com/,9 E 82nd St,,New York,10028,-73.96128971,40.77867171
Kapoor Galleries Inc,(212) 794-2300,http://www.kapoorgalleries.com/,40 E 78th St,,New York,10021,-73.96257907,40.7752396
Kashya Hildebrand,(212) 366-5757,http://www.kashyahildebrand.org/,531 W 25th St,,New York,10001,-74.00443297,40.74968946
Katherine Blackburne Studios,,http://katherineblackburne.com/,9 Desbrosses Street,,New York,10013,-74.00924361,40.72325271
Kathryn Markel Fine Arts Inc,(212) 366-5368,http://www.markelfinearts.com/,529 W 20th St,,New York,10011,-74.00693866,40.74671947
Katz Steven,(212) 505-8815,http://www.ziphip.com/katz+steven.9.51373377p.home.html,32 Union Sq,,New York,10001,-73.98920391,40.73552236
Keats R Stuart,(212) 696-5728,http://www.yelp.com/biz/keats-r-stuart-fine-arts-new-york,120 E 36th St,,New York,10016,-73.97949841,40.74776391
Keith Copley Gallery,(212) 216-0614,http://m.nyc.com/arts__attractions/keith_copley_gallery.1657/map_location.aspx,545 W 34th St,,New York,10001,-74.00074259,40.75569251
Keith de Lellis Gallery,(212) 327-1482,http://www.keithdelellisgallery.com/,1045 MADISON AVENUE,#3,New York,10075,-73.96155652,40.77664162
Kelly June Gallery,(212) 226-1660,http://www.junekellygallery.com/,591 Broadway,,New York,10012,-73.99753865,40.72507391
Kem Art Studio,(212) 929-9017,http://www.nyc.com/arts__attractions/kem_art_studio.574/editorial_review.aspx,80 5TH AVE RM 1506,,New York,10011,-73.99409339,40.73593099
Kempner Jim Fine Art,(212) 206-6872,http://www.artnet.com/jkfa.html,501 W 23rd St,,New York,10011,-74.00425507,40.74796363
Kenkeleba Gallery,(212) 674-3939,http://www.merchantcircle.com/business/Kenkeleba.Gallery.212-674-3939,214 E 2nd St,,New York,10009,-73.98286541,40.72203677
Kent Gallery,(212) 627-3680,http://www.kentgallery.com/,541 West 25th Street,Second Floor,New York,10001,-74.00473858,40.74986992
Kentler International Drawing Space,(718) 875-2098,http://www.kentlergallery.org/,353 Van Brunt Street,,Brooklyn,11231,-74.01299286,40.67694141
Keogh & Riehlman Fine Art,(212) 879-2545,http://www.nycpaintings.com/about/about.shtm,24 E 73rd St,,New York,10021,-73.96541796,40.77253251
Keya Gallery,(212) 366-9742,http://www.keyagallery.com/,14 Wall Street,,New York,10005,-74.01076961,40.70762945
Kim Foster Gallery,(212) 229-0044,http://www.kimfostergallery.com/,529 W 20th St,,New York,10011,-74.00686533,40.74654934
Kind Phylis Gallery,(212) 925-1200,http://www.artslant.com/ny/venues/show/713-phyllis-kind-gallery,236 West 26th Street,,New York,10001,-73.99586876,40.74652399
King David Art Gallery,(212) 727-9700,http://www.kingdavidgallery.com/,128 West 23rd Street,,New York,10011,-73.99400408,40.74315985
"Kinz, Tillou + Feigen",(212) 929-0500,http://www.yelp.com/biz/kinz-tillou-feigen-gallery-new-york,529 West 20th Street,11th Fl.,New York,10011,-74.00701008,40.7466394
Klagsbrun Nicole Gallery,(212) 243-3335,http://nicoleklagsbrun.com/,526 W 26th St,,New York,10001,-74.00433593,40.7499731
Klotz Sirmon Gallery,(212) 741-4764,http://www.photocollect.com/,511 W 25th St,,New York,10001,-74.00395717,40.74962416
Kokon Inc,(212) 744-5577,http://www.nyc.com/arts__attractions/kokon_inc.884/whats_nearby.aspx,58 E 66th St,,New York,10021,-73.9674822,40.76744319
Kraus Carole Ltd,(646) 522-9858,http://www.carolekraus.com/,330 W 38th St,,New York,10018,-73.9935019,40.7552543
Kraushaar Galleries,(212) 307-5730,http://www.kraushaargalleries.com/,74 E 79th St,,New York,10075,-73.96115441,40.77564019
Kravets Wehby,(212) 352-2238,http://www.kravetswehbygallery.com/,521 W 21st St,,New York,10011,-74.00604109,40.74710853
Kravets Wehby Gallery,(212) 352-2238,http://www.kravetswehbygallery.com/,521 W 21st St,,New York,10011,-74.00627468,40.74707249
Krienke Kendra,(212) 580-6516,http://newyork.citysearch.com/profile/7169377/new_york_ny/krienke_kendra.html,230 Central Park W,,New York,10024,-73.97094199,40.78367572
L A Cotton,(212) 838-6390,http://www.nyc.com/arts__attractions/l_a_cotton.1802/editorial_review.aspx,645 Madison Ave,,New York,10001,-73.97082633,40.76390488
La Belle Epoque Vintage Posters Inc,(212) 362-1770,http://www.la-belle-epoque.com/,280 Columbus Ave,,New York,10023,-73.97835368,40.77838511
Lally J J & Co,(212) 371-3380,http://www.nyc.com/arts__attractions/lally_j_j__co.421/whats_nearby.aspx,41 E 57th St,,New York,10022,-73.97193281,40.76247459
Lamontage,(212) 989-2732,http://www.lioramanne.com/index.php?cid=home,210 11th Ave,Fl 7,New York,10001,-74.00587275,40.74995615
Landy Fine Art,(212) 505-3702,http://lohoguide.com/~lohoguid/app/site/landyfineart/index.php,264 E Broadway,,New York,10002,-73.98517984,40.71492376
Langotsky Gamba,(212) 675-0761,http://www.manta.com/coms2/dnbcompany_gksp3l,537 Greenwich St,,New York,10013,-74.00861745,40.7270818
Lehman College - Art Gallery,(718) 960-7830,http://www.lehman.cuny.edu/vpadvance/artgallery/gallery/,250 Bedford Park Blvd West,,Bronx,10468,-73.89291006,40.87458975
Lehmann Maupin,(212) 965-0753,http://www.lehmannmaupin.com/,540 W 26th St,,New York,10001,-74.00481382,40.75019805
Lelong Galerie,(212) 315-0470,http://www.galerielelong.com/,526 W 26th St,,New York,10001,-74.00419548,40.75004374
Lemmons Durham Contemporary Art,(212) 337-0025,http://ny.serviceslisted.com/1654446-LemmonsDurhamContemporaryArt.htm,210 11th Ave,,New York,10001,-74.00593617,40.74986484
Lennon Weinberg Inc,(212) 941-0012,http://www.lennonweinberg.com/flash.html,514 W 25th St,,New York,10001,-74.00412151,40.74911049
Leo Castelli Gallery,(212) 249-4470,http://www.castelligallery.com/,18 E 77th St,,New York,10021,-73.96371065,40.7750123
Leo Kaplan Modern Ltd,(212) 872-1616,http://www.lkmodern.com/,114 E 57th St,,New York,10022,-73.97007752,40.76109138
Leo Koenig Inc,(212) 334-9255,http://www.leokoenig.com/,545 West 23rd Street,,New York,10011,-74.00588392,40.74887767
Leon Tovar Gallery,(212) 585-2400,http://www.leontovargallery.com/a/index.php,16 E 71st St,Ste 1A,New York,10021,-73.96652982,40.77112199
Leslie-Lohman Gay Art Foundation,(212) 673-7007,http://www.leslielohman.org,131 Prince St,,New York,10012,-74.0002743,40.72565728
Levin Betty,(212) 355-5370,http://www.nyc.com/arts__attractions/levin_betty.405/editorial_review.aspx,41 E 57th St,,New York,10022,-73.97198517,40.76240336
Levine Elizabeth & Assocs,(212) 874-5334,http://www.manta.com/coms2/dnbcompany_6mflzr,565 W End Ave,,New York,10024,-73.97752234,40.78986636
Lewitt Fine Art Gallery,(212) 628-0918,http://www.tyloon.com/business_profile/CID-2243409/lewitt_fine_art_gallery.html,16 E 79th St,,New York,10021,-73.96271301,40.77635843
Lexington Art & Frame Co,(212) 319-3724,http://www.merchantcircle.com/business/Lexington.Art.And.Frame.Co.New.York.NY.212-319-3724,832 Lexington Ave,,New York,10021,-73.96626234,40.76517409
Limner Gallery,(212) 725-0999,http://www.slowart.com/limner/index.htm,870 Avenue of the Americas,,New York,10001,-73.98905874,40.74758822
Decor Art Gallery,(212) 683-9729,http://local.yahoo.com/info-32910954-decor-art-gallery-new-york,551 3rd Ave,,New York,10016,-73.9766441,40.74722503
Decor Art Gallery Inc,(212) 481-3728,http://wap.outalot.com/listings/278197-Decor-Art-Gallery,353 3rd Ave,,New York,10010,-73.98154386,40.74042555
Decor Art Gallery Inc,(212) 604-9864,http://local.botw.org/New_York/New_York/Decor_Art_Gallery_Inc/141709258.html,158 7th Ave,,New York,10011,-73.99753555,40.74199628
Decor Art Gallery VII+,(212) 673-1366,http://www.nyc.com/arts__attractions/decor_art_gallery_vii.1769/editorial_review.aspx,222 3rd Ave,,New York,10003,-73.98527373,40.73636204
Deitch Projects,(212) 343-7300,http://www.deitch.com/gallery/index.php,76 Grand St,and 18 Wooster St,New York,10013,-74.00256827,40.72203364
Demirjian Torkom,(212) 772-3388,http://directory.nh.com/demirjian+torkom.9.53066079p.home.html,970 Madison Ave,,New York,10021,-73.96384991,40.77424074
Demu Gallery,(718) 596-8484,http://local.yahoo.com/info-11335092-demu-m-demu-gallery-brooklyn,761 Fulton St,,Brooklyn,11217,-73.9740749,40.68639582
Denise Bibro Fine Art,(212) 647-7030,http://www.denisebibrofineart.com/,529 W 20th Street,4th Floor,New York,10011,-74.00695182,40.74677236
Dennis De Lorenzo Gallery,(212) 754-9084,http://whrrl.com/place/1220517/dennis-de-lorenzo-gallery-new-york,21 E 62nd St,,New York,10021,-73.97027929,40.76581474
Derek Eller Gallery,(212) 206-6411,http://www.derekeller.com/,15 W 27th St,,New York,10001,-73.98825307,40.74450714
Dickinson Roundell Inc,(212) 772-8083,http://www.simondickinson.com/new-york/,19 E 66th St,,New York,10021,-73.96854541,40.7682544
Dollhaus,(718) 384-6139,http://www.dollhaus.org,37 Broadway,,Brooklyn,11211,-73.96730076,40.71084128
Donson Theodore B Ltd,(212) 245-7007,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489E045F-3048-28EB-92E651990B61FCBA,24 W 57th St,,New York,10019,-73.97573603,40.76332076
Dorfman Projects,(212) 352-2272,http://www.dorfmanprojects.com/,529 W 20th St,Ste 7E,New York,10011,-74.00682775,40.74671947
Dorsky Carol,(212) 327-0750,http://www.carolsimondorsky.com/,20 E 74th St,,New York,10021,-73.9649229,40.77303693
Doug Meyer Fine Art,(718) 375-8006,http://fineartamerica.com/profiles/doug-meyer-fine-art.html,1775 E 34th St,,Brooklyn,11234,-73.93693176,40.61278272
Downtown Arts Festival,(212) 243-5050,http://www.gvlculturalaffairs.org/website/programs_events/DFAS/downtown_art_fest.html,114 Fulton St,,New York,10038,-74.00737811,40.70981333
Downtown Music Gallery,(212) 473-0043,http://www.downtownmusicgallery.com/Main/index.htm,13 Monroe Street,,New York,10002,-73.99592592,40.71165385
Dranoff Fine Art,(212) 966-0153,http://www.dranofffineart.com/FrontendArt/default.htm,591 Broadway,,New York,10012,-73.99738556,40.72499658
Dresden Art Galries,(212) 695-6250,http://ny.serviceslisted.com/1654860-DresdenArtGalries.htm,401 7 Avenue,,New York,10001,-73.99099244,40.74975506
DUMBO Arts Center,(718) 694-0831,http://www.dumboartscenter.org/,30 Washington St,,Brooklyn,11201,-73.98981275,40.7034732
Duncan Ligoa,(212) 988-3110,http://local.botw.org/New_York/New_York/Duncan_Ligoa/4371209.html,22 E 72nd St,,New York,10021,-73.96590831,40.77169855
E Art Group,(212) 931-6690,http://boundlessgallery.com/directory/gallery/1197/E-Art-Group,224 W 30th St,,New York,10001,-73.99390782,40.74883453
Eastern Arts Inc,(212) 366-5385,http://www.nyc.com/arts__attractions/eastern_arts_inc.270/editorial_review.aspx,68 Jane St,,New York,10014,-74.00670811,40.73799489
Edward Thorp Gallery,(212) 691-6565,http://www.edwardthorpgallery.com/,210 11th Ave,,New York,10001,-74.00608115,40.74981056
Edwynn Houk Gallery,(212) 750-7070,http://www.houkgallery.com/,745 5th Ave,,New York,10151,-73.97334239,40.76341083
Eileen Walters Gallery,(212) 362-4300,http://trustedplaces.com/review/us/ny/new-york/cultural/142547j/eileen-walters-gallery,411 West End Ave,West End Ave & 82nd St W,New York,10024,-73.98109485,40.78498335
Elga Wimmer,(212) 206-0006,http://www.elgawimmer.com/,526 W 26th St,,New York,10001,-74.00432687,40.75010231
Elizabeth Dee Gallery,(212) 924-7545,http://www.elizabethdeegallery.com/,545 West 20th Street,,New York,10011,-74.00753313,40.7468852
Elizabeth Harris Gallery,(212) 463-9666,http://www.elizabethharrisgallery.com/,529 W 20th St,,New York,10011,-74.00677134,40.74657937
Elizabeth Mayer Fine Art,(212) 879-1241,http://local.botw.org/New_York/New_York/Elizabeth_Mayer_Fine_Art/56447096.html,55 E 73rd St,,New York,10021,-73.96383795,40.77222815
Elizabeth Moore Fine Art,(212) 744-8177,http://local.botw.org/New_York/New_York/Elizabeth_Moore_Fine_Art/9195013.html,963 Lexington Ave,,New York,10021,-73.96285621,40.76910952
Elizabeth Wang Gallery,(212) 752-4881,http://www.elizabethwanggallery.com/,800 5th Ave,,New York,10021,-73.97162703,40.76559751
Elkon Gallery Inc,(212) 535-3940,http://www.artnet.com/elkon.html,18 E 81st St,,New York,10028,-73.96186682,40.7777238
Elliot Stevens Ltd,(212) 355-8333,http://web2.userinstinct.com/30816160-elliot-stevens-ltd.htm,301 Park Ave,,New York,10022,-73.97334597,40.7565026
Emily Harvey Gallery,(212) 925-7651,http://www.emilyharveyfoundation.org/,537 Broadway,,New York,10012,-73.99900175,40.72350584
Environment Home Furnshngs Inc,(212) 688-5880,http://www.ibegin.com/directory/us/new-york/new-york/environment-home-furnshngs-inc-205-e-60th-st/,205 E 60th St,,New York,10022,-73.96555408,40.76208203
Equatorial America Inc,(212) 593-3306,http://www.nyc.com/arts__attractions/equatorial_america_inc.410/editorial_review.aspx,411 E 53rd St,,New York,10022,-73.96424712,40.7557595
Equitable Appraisal Co Inc,(212) 535-3160,http://vendors.findlaw.com/scripts/profiles/151087.html,19 E 75th St,,New York,10021,-73.96428936,40.77397695
Equity Art Brokers,(212) 593-3188,http://www.nyc.com/arts__attractions/equity_art_brokers.561/editorial_review.aspx,340 E 52nd St,,New York,10022,-73.9661194,40.75528418
Equity Art Brokers,(212) 620-7604,http://ny.serviceslisted.com/1654740-EquityArtBrokers.htm,40 W 25th St,,New York,10010,-73.99114641,40.74367716
Erotics Gallery,(212) 633-2241,http://www.rateitall.com/i-409540-erotics-gallery.aspx,41 Union Sq W,Ste 1011,New York,10003,-73.99057186,40.73707046
Esso Gallery,(212) 560-9728,http://www.essogallery.com/,531 W 26th St,,New York,10001,-74.00381837,40.75024969
Exhibit A,(212) 343-0230,http://www.essogallery.com/,160 Mercer St,,New York,10012,-73.99769215,40.72505669
Exit Art,(212) 966-7745,http://www.exitart.org/site/pub/main/index.html,475 10th Ave,,New York,10018,-73.99850449,40.75624293
Exotiqa II,(212) 721-4394,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Exotiqa-II-l497278.html,280 City Island Ave,,Bronx,10464,-73.78597885,40.84660712
Eye Jammie Fine Arts Gallery,(212) 645-0061,http://www.eyejammie.com/,516 W 25th St,,New York,10001,-74.00430836,40.74926699
Eyebeam Atelier,(212) 937-6580,http://eyebeam.org/,540 W 21st St,,New York,10011,-74.0070564,40.74698648
Ezair Gallery,(212) 628-2224,http://www.ezairgallery.com/,905 Madison Ave,,New York,10021,-73.96488957,40.77214609
Faith Art Gallery Corp,(718) 596-4659,http://ny.citysquares.com/brooklyn/downtown-brooklyn/arts-entertainment/artists-art-dealers/faith-art-gallery-corp,393 Bridge St,,Brooklyn,11201,-73.98502184,40.69145797
Feature Inc,(212) 675-7772,http://featureinc.com/,530 W 25th St,,New York,10001,-74.00465743,40.74938528
Fields Walter,(212) 477-7159,http://newsday.planetdiscover.com/sp?aff=1110&skin=200&siteId=227580,208 E 7th St Ofc,,New York,10009,-73.97999416,40.72434453
Fifty-Five Mercer Gallery,(212) 226-8513,http://www.merchantcircle.com/blogs/Fifty.Five.Mercer.Gallery.212-226-8513,55 Mercer St,,New York,10013,-74.00122059,40.72199019
Findlay David Galleries,(212) 249-2909,http://www.davidfindlaygalleries.com/,1202 Lexington Ave,Suite 282,New York,10028,-73.95786468,40.77671113
Findlay David Jr Fine Art,(212) 486-7660,http://www.davidfindlayjr.com/,41 E 57th St,,New York,10022,-73.97174887,40.76231666
Findlay Peter Gallery,(212) 644-4433,http://www.findlay.com/,41 E 57th St,,New York,10022,-73.97180039,40.76223773
Fine Art Acquisitions,(212) 431-3744,http://m.nyc.com/arts__attractions/fine_art_acquisitions.204/map_location.aspx,122 Spring St,,New York,10012,-74.00029974,40.72359332
Fine Art Alacarte,(212) 766-4954,http://www.nyc.com/arts__attractions/fine_art_alacarte.1793/map_location.aspx,89 South Street,S Street Seaport,New York,10001,-74.00380156,40.70636686
